"#uh# you w_welcome to stop in but let me #uh# make you aware that, you know, we have our own trucks so the only time I would need anything from Penske is if I have a truck down and #uh# I just need to to rent one for a day or so.---",1
#uh# well as far as trucking I know w_we're not interested in any trucks right now for sure I I I just had a meeting with our owner and we're actually we've got a surplus of vehicles right now and we're lookin at gettin rid of some because we've got too many #um# and then as far as services you know we only have like a couple of larger size two clearly larger sized trucks and one's a box truck and one's a flatbed and that's it you know as far as everything else its just pick up trucks so---,0
"Yeah, not right now, we've got we had the we talked to you guys about #uhh# yeah, switching over from Rider. Everything's up in the air here right now, so we do have a contact we've been dealing with, so I told 'em I'd give them a call as soon as we #uh# get any information.---",0
"If we could #uh# the last the last #um# week or two of February, that would be great.---",0
"I think I talked to him a while back, we actually don't have Rider #um# a couple couple years ago we squashed with Star so we have about six years left on the contract and all of our tractors and trailers.---",0
"#mm# #um# Well, we really do very little going out almost everything we have is coming in so we we really don't use any trucking company only what's sent to us---",0
"No, we're not interested #in# in doing anything through #uh# through Penske. We've got our own company vehicles that we've purchased #and# and do it on our own.---",0
"Actually, he ended up just buying box trucks, so, yeah we're just not gonna lease em. But thank you!---",0
Nope I am all set with Premier---,0
"#ummm# and and give consideration to that versus #uhhh# you know purchasing you know trying to find a deal for let's say twenty five thirty grands something used #ummm# and then and then the truck we have now would be our back up so #umm# I mean I appreciate your time #umm# if he want to just put this in your file there, it might be something required in eight to sixteen months and if that if that happen sooner #uhhhh# you know I #uhhh# the 'di_diligence' will include reaching out to you folks because we do want to look at it #uhhh# prior to making a decision.  Does that make sense?---",0
"Nothin #uh# ya know, I was interested in it. I couldn't get my son interested in it. But maybe I can now. So why don't you give me a call next week and let me give you my cell phone number. Same area code. And it's two-two-zero. Twenty-fifty. An_an_An actually he's in Florida right now. He won't be back until Saturday. And I'll talk to him the first of the week. And see if I can get him interested in it. Or at least he'll sit down and and we can talk about it.---",0
"Actually, do you have an #uhh# the ability to just send that via email, 'cause I'm, I'm actually really busy right now with #uh# internal work at the south, so my time is, is #uh# very very limited.---",0
"What's this in regards to, sir?---",0
"No, I'm not inter, I I have, I I need drivers, I don't need trucks or trade-in trucks, I got thirty of them parked here. I need truck drivers. Not different trucks. Thanks for calling though.---",0
All we've got is Owner ops nope all Owner ops we got two company trucks that just pick up local loads and deliver local loads so that's it---,0
"#mm# yeah, you may want to call Monday just to make sure, but yeah.---",0
Well we're pretty committed to our own fleet of vehicles at the present #um# we'll see we'll see what kind of growth we have this year to see if that's something you know we might consider %---,0
Okay #um# Anthony I'm #uh# I'm gonna pass #uh# for now I'm not #uh# I'm not we have we have somebody all lined up that we handle all of our service for our delivery trucks through in measure okay so #um# yeah---,0
I mean I can I can always call back at a time because I'm never really at the plants. I tend to go back and forth.  I have another business that I take care of and I deal with that like most of the time then I kinda do the pilot company kinda on the side. I go but #uhhh#---,0
"No I don't believe so, but I've had similar conversations with Rider.---",0
We've got our own stuff here.---,0
"#um# #uh# actually, today's not a great time. But #uh# honestly #uh# ya know, if this has to do with the #uh# leasing truck that we talked about a couple years ago or so. #um# We We just don't have an interest at this point.---",0
#uhh# we're happy with the one we bought last year. So I don't think we're looking to upgrade or update right now.---,0
"#Uhh# we don't have any vehicles at this point in time, and #uh# we're not #uh# really looking for anything like that of that nature.---",0
"#coughs# well, I'm in charge of part of it, but I know we ain't upgrading no equipment or doing none of that. So we, we're pretty much, we're pretty much a hundred percent owner operators.---",0
Well I don't think so because by the time we go through all the headache of going and looking at other insurance carriers and submitting all the loft runs and tax returns and its just its never its never worth it so I'm really not interested in pricing it out---,0
"I think so #ummm# what happened was we discovered that one of our trucks #ummm# had the original #uh# air filter from nineteen ninety four still in it #hahaa# and #uhh-umm-umm# another one of our trucks #uhhh# we don't think the oil had been changed since #ummm# around two thousand and fourteen so at least three years probably four years and #uhhh# so we have put them on #uhhh# pretty vigorous maintenance schedule every three four months, he comes in and checks everything and checks our tires and make sure its all up and running we just pay him quarterly to do it.---",0
Not really I'm vacationing in New Mexico---,0
No no no cuz we don't need any we reach out when we do need one---,0
You know what I'd love to say yeah but we're pretty well set on trucks every once in a while we'll maybe lease not lease or or rent a truck occasionally we own all of our own trucks we're all good and right now we're not going to be in the in the market for anything in the near future---,0
"interest me is, you you do buy, #uh# trucks? We have some older trucks that we are looking to sell.---",0
